"","cong","State","District","thomas_name","icpsr","Cong","year","st_name","cd","dem.x","majority","elected","female","afam","latino","votepct","dwnom1","meddist","majdist","deleg_size","speaker","chair","subchr","power","budget","seniority","state_leg","state_leg_prof","maj_leader","min_leader","south","south_dem","all_bills","all_aic","all_abc","all_pass","all_law","les","leslag","id","statecode","state","dist","name.x","partycode","dem.y","rep","cvp_appropriations","cvp_defense","cvp_veterans","cvp_foreignpolicy","cvp_economy","cvp_taxes","cvp_trade","cvp_finance","cvp_energy","cvp_environment","cvp_welfare","cvp_senior","cvp_education","cvp_housing","cvp_agriculture","cvp_labor","X","cd_fips","mrp_mean","mrp_sd","mrp_lower","mrp_upper","raw_mean","heterogeneity.sd","sample_size2","name.y","geo_name","state_fips","pres_2008"
"203",109,"ME",1,"Allen, Thomas",29728,109,2005,"ME",1,1,0,1996,0,0,0,60,-0.428000003,0.731000006,0.942000031,2,0,0,0,0,1,5,0,0,0,0,0,0,10,0,0,0,0,0.139855728,0.169345245,29728,2,"ME",1,"ALLEN      ",100,1,0,-0.4177351,-0.3919366,1.32e-16,-0.2466919,-0.5642465,-0.7615281,-0.35,-0.464231,-0.3530666,-0.1735394,-0.4373395,-4.08e-15,-0.3095585,-0.2777778,-0.1923077,-0.6666667,180,2301,-0.117432262,0.041639667,-0.199694894,-0.034191649,-0.141738461,1.387696109,929,"Maine","Congressional District 1 (110th Congress), Maine",23,0.5885
"204",109,"ME",2,"Michaud, Michael",20328,109,2005,"ME",2,1,0,2002,0,0,0,58,-0.358999997,0.662,0.873000026,2,0,0,0,0,0,2,1,0.097999997,0,0,0,0,16,2,0,0,0,0.46732375,0.508174777,20328,2,"ME",2,"MICHAUD    ",100,1,0,-0.4287474,-0.4075949,0.000488,-0.2298098,-0.5368493,-0.7615281,-0.45,-0.5077093,-0.3421053,-0.1489362,-0.4642857,-3.19e-15,-0.3333333,-0.2222222,-0.2692308,-0.6666667,181,2302,-0.066747691,0.042689816,-0.151292571,0.019936116,-0.094687304,1.277262173,956,"Maine","Congressional District 2 (110th Congress), Maine",23,0.546
"205",109,"MI",1,"Stupak, Bart",29360,109,2005,"MI",1,1,0,1992,0,0,0,66,-0.423999995,0.726999998,0.938000023,15,0,0,0,0,0,7,1,0.652999997,0,0,0,0,30,0,1,1,0,0.630524874,0.561163664,29360,23,"MI",1,"STUPAK     ",100,1,0,-0.3896901,-0.3227507,4.55e-17,-0.2299815,-0.5658258,-0.726822,-0.5,-0.464231,-0.2477642,-0.122504,-0.4555751,-1.19e-15,-0.3333333,-0.2777778,-0.3076923,-0.6666667,200,2601,0.093184965,0.040930258,0.006840743,0.163780749,0.103508214,1.244962336,877,"Michigan","Congressional District 1 (110th Congress), Michigan",26,0.4875
"206",109,"MI",10,"Miller, Candice",20331,109,2005,"MI",10,0,1,2002,1,0,0,69,0.398000002,0.094999999,0.115999997,15,0,0,1,0,0,2,0,0,0,0,0,0,8,1,1,0,0,0.338999957,0.458330035,20331,23,"MI",10,"MILLER     ",200,0,1,0.098913,0.0771992,-5.86e-16,0.040466,0.0485481,0.0509719,0.05,0.0575081,0.245614,0.2553191,0.0395916,-5.83e-16,0.1351946,0.1591466,0,0.0833333,209,2610,0.175201863,0.048350554,0.077676663,0.272633926,0.139631096,1.293692873,602,"Michigan","Congressional District 10 (110th Congress), Michigan",26,0.46
"207",109,"MI",11,"McCotter, Thaddeus",20332,109,2005,"MI",11,0,1,2002,0,0,0,57,0.409999996,0.106999993,0.104000002,15,0,0,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0.069927864,0.049807426,20332,23,"MI",11,"MCCOTTER   ",200,0,1,0.0597015,0.0278165,3.92e-16,0.0275593,0.0110959,0.0509719,-0.05,0.0575081,0.1666667,0.1276596,0.0357143,-1.8e-15,0.0416667,0.0555556,0.0769231,0,210,2611,0.03033795,0.049852194,-0.073271447,0.12359164,-0.034008758,1.345660851,667,"Michigan","Congressional District 11 (110th Congress), Michigan",26,0.5075
"208",109,"MI",12,"Levin, Sander",15033,109,2005,"MI",12,1,0,1982,0,0,0,69,-0.39199999,0.694999993,0.906000018,15,0,0,0,1,0,12,1,0.463,0,0,0,0,5,1,1,1,1,0.735746503,0.219152674,15033,23,"MI",12,"LEVIN      ",100,1,0,-0.4149254,-0.3425539,7.49e-18,-0.2317073,-0.5642465,-0.7615281,-0.25,-0.464231,-0.3070176,-0.212766,-0.4642857,2.63e-15,-0.375,-0.2777778,-0.2692308,-0.6666667,211,2612,-0.147312155,0.047292854,-0.234379821,-0.052647015,-0.219129609,1.294282619,639,"Michigan","Congressional District 12 (110th Congress), Michigan",26,0.6365
"209",109,"MI",13,"Kilpatrick, Carolyn",29733,109,2005,"MI",13,1,0,1996,1,1,0,78,-0.529999971,0.832999945,1.04400003,15,0,0,0,1,0,5,1,0.515999973,0,0,0,0,5,0,1,1,1,0.158596918,0.102935344,29733,23,"MI",13,"KILPATRI   ",100,1,0,-0.4259467,-0.4136567,0.0005658,-0.350046,-0.6263934,-0.7615281,-0.4,-0.4786959,-0.360185,-0.222017,-0.4642857,-2.53e-15,-0.3333333,-0.3333333,-0.3203138,-0.6666667,212,2613,-0.522678151,0.057442456,-0.624684897,-0.406420369,-0.451628287,1.167646823,467,"Michigan","Congressional District 13 (110th Congress), Michigan",26,0.83
"210",109,"MI",14,"Conyers, John",10713,109,2005,"MI",14,1,0,1964,0,1,0,84,-0.713999987,1.01699996,1.228000045,15,0,0,0,0,0,21,0,0,0,0,0,0,26,0,0,0,0,0.363624901,0.56289345,10713,23,"MI",14,"CONYERS    ",100,1,0,-0.4940725,-0.5541793,7.7e-18,-0.3667475,-0.6656597,-0.7901005,-0.4416977,-0.464231,-0.3684211,-0.1914894,-0.5065274,2.63e-15,-0.3832412,-0.3333333,-0.1538461,-0.7402068,213,2614,-0.501311189,0.052546713,-0.597900893,-0.394402643,-0.608071202,1.124102124,472,"Michigan","Congressional District 14 (110th Congress), Michigan",26,0.845
"211",109,"MI",15,"Dingell, John",2605,109,2005,"MI",15,1,0,1955,0,0,0,71,-0.435000002,0.737999976,0.949000001,15,0,0,0,0,0,26,0,0,0,0,0,0,23,1,1,1,1,0.987486839,1.183943629,2605,23,"MI",15,"DINGELL    ",100,1,0,-0.3788558,-0.3727507,5.43e-14,-0.3108076,-0.5597813,-0.7615281,-0.35,-0.4333575,-0.2909991,-0.1971643,-0.4642857,1.35e-12,-0.4166667,-0.2777778,-0.2403138,-0.6666667,214,2615,-0.273701354,0.052463469,-0.373706346,-0.163172581,-0.327685029,1.333010755,649,"Michigan","Congressional District 15 (110th Congress), Michigan",26,0.6435
"212",109,"MI",2,"Hoekstra, Peter",29361,109,2005,"MI",2,0,1,1992,0,0,0,69,0.643000007,0.340000004,0.129000008,15,0,1,0,0,0,7,0,0,0,0,0,0,9,3,3,3,0,1.98534286,2.246769905,29361,23,"MI",2,"HOEKSTRA   ",200,0,1,0.1671642,0.0648535,-5.63e-16,0.0256706,0.0853983,0.0477204,0.15,0.1525774,0.2403012,0.1823306,0.0714286,-3.36e-15,0.0416667,0.3333333,0.1538461,0.1666666,201,2602,0.148910414,0.046248246,0.06014874,0.244301237,0.155958322,1.290374955,712,"Michigan","Congressional District 2 (110th Congress), Michigan",26,0.4395
"213",109,"MI",3,"Ehlers, Vernon",29362,109,2005,"MI",3,0,1,1993,0,0,0,67,0.426999986,0.123999983,0.087000012,15,0,0,1,0,0,7,1,0.652999997,0,0,0,0,14,3,4,3,1,1.710743904,1.803297043,29362,23,"MI",3,"EHLERS     ",200,0,1,0.019843,-0.0011843,-6e-16,0.001845,0.0864384,0.0509719,0.25,0.1879429,0.0263158,0.0212766,0.0892857,-2.3e-15,0.125,0.1666667,0.0796862,0.1583131,202,2603,0.091238329,0.047068303,0.001398985,0.187043593,0.082999036,1.355170312,724,"Michigan","Congressional District 3 (110th Congress), Michigan",26,0.452
"214",109,"MI",4,"Camp, Dave",29124,109,2005,"MI",4,0,1,1990,0,0,0,64,0.513999999,0.210999995,1.43051e-09,15,0,0,1,1,0,8,1,0.652999997,0,0,0,0,21,2,1,0,0,0.642589688,1.931446433,29124,23,"MI",4,"CAMP       ",200,0,1,0.0964102,0.0547746,2.12e-05,0.0182979,0.122902,0.0629393,0.25,0.2314211,0.1998281,0.132186,0.0241161,-6.3e-15,0.03847,0.2222222,-0.078609,0.2355767,203,2604,0.165676385,0.048864446,0.061673942,0.263771619,0.157060404,1.316610301,730,"Michigan","Congressional District 4 (110th Congress), Michigan",26,0.477
"215",109,"MI",5,"Kildee, Dale",14430,109,2005,"MI",5,1,0,1976,0,0,0,67,-0.361000001,0.663999975,0.875,15,0,0,0,0,0,15,1,0.463,0,0,0,0,7,2,1,1,1,0.343889266,0.066409901,14430,23,"MI",5,"KILDEE     ",100,1,0,-0.438806,-0.3178625,3.09e-18,-0.2317073,-0.6053424,-0.7615281,-0.5,-0.464231,-0.3421053,-0.1914894,-0.4464286,2.63e-15,-0.3333333,-0.2777778,-0.2692308,-0.6666667,204,2605,-0.090880633,0.048873625,-0.195710826,-0.000171487,-0.050114911,1.252013618,636,"Michigan","Congressional District 5 (110th Congress), Michigan",26,0.618
"216",109,"MI",6,"Upton, Fred",15446,109,2005,"MI",6,0,1,1986,0,0,0,65,0.39199999,0.088999987,0.122000009,15,0,0,0,0,0,10,0,0,0,0,0,0,9,1,3,3,0,1.350314021,3.909893751,15446,23,"MI",6,"UPTON      ",200,0,1,0.0328358,0.0401622,4.47e-16,-0.0121951,0.0042466,-0.1677781,0.25,0.0575081,0.122807,0.0212766,0.0535714,-5.63e-15,0.0416667,0.1666667,-0.0384615,0.0833333,205,2606,0.001349476,0.04671952,-0.087002618,0.093898777,-0.003259996,1.29121795,684,"Michigan","Congressional District 6 (110th Congress), Michigan",26,0.505
"217",109,"MI",7,"Schwarz, John",20515,109,2005,"MI",7,0,1,2004,0,0,0,58,0.333999991,0.030999992,0.180000007,15,0,0,0,0,0,1,1,0.342000008,0,0,0,0,5,1,1,0,0,0.297043234,NA,20515,23,"MI",7,"SCHWARZ    ",200,0,1,0.0111734,0.0189943,-2.45e-16,0.0231362,0.0637864,0.0509719,0.15,0.0401235,0.1068857,0.0195826,0,-9.16e-16,0,0.1111111,-0.0769231,0.0833333,206,2607,0.11857377,0.051699193,0.019913882,0.21768667,0.088820648,1.266259765,657,"Michigan","Congressional District 7 (110th Congress), Michigan",26,0.493
"218",109,"MI",9,"Knollenberg, Joe",29365,109,2005,"MI",9,0,1,1992,0,0,0,58,0.437000006,0.134000003,0.076999992,15,0,0,0,1,0,7,0,0,0,0,0,0,9,3,3,3,3,3.538876772,2.649947405,29365,23,"MI",9,"KNOLLENB   ",200,0,1,0.1124339,0.0475206,7.1e-05,0.0273017,0.1275343,0.0509719,0.25,0.2314211,0.231427,0.1276596,0.07606,-6.36e-15,0.125,0.2372534,0.1196862,0.1666666,208,2609,-0.009967657,0.050564924,-0.110705403,0.082683045,-0.022886615,1.349247532,611,"Michigan","Congressional District 9 (110th Congress), Michigan",26,0.528
"219",109,"MN",1,"Gutknecht, Gil",29532,109,2005,"MN",1,0,1,1994,0,0,0,60,0.746999979,0.443999976,0.23299998,8,0,0,1,0,0,6,1,0.199000001,0,0,0,0,7,0,0,0,0,0.097899012,0.54462558,29532,33,"MN",1,"GUTKNECH   ",200,0,1,0.2198349,0.1018906,-6.48e-17,0.0454808,0.0853104,0.0509719,0.1,0.0455818,0.1929824,0.1914894,0.1037692,-5.08e-15,0.1147506,0.3333333,0.1538461,0.1666666,215,2701,0.207662517,0.048995666,0.120449163,0.308260077,0.208577458,1.289394235,656,"Minnesota","Congressional District 1 (110th Congress), Minnesota",27,0.5
"220",109,"MN",2,"Kline, John",20333,109,2005,"MN",2,0,1,2002,0,0,0,56,0.615999997,0.312999994,0.101999998,8,0,0,0,0,0,2,0,0,0,0,0,0,8,1,4,4,3,1.135707855,0.55118078,20333,33,"MN",2,"KLINE      ",200,0,1,0.1761194,0.0648535,-2.14e-16,0.0243903,0.1206849,0.0509719,0.25,0.1879429,0.2192982,0.1489362,0.0892857,-1.08e-15,0.125,0.2222222,0.1538461,0.25,216,2702,0.184520563,0.045848109,0.101562716,0.277719675,0.171335112,1.350533003,659,"Minnesota","Congressional District 2 (110th Congress), Minnesota",27,0.4725
"221",109,"MN",3,"Ramstad, Jim",29126,109,2005,"MN",3,0,1,1990,0,0,0,65,0.386000007,0.083000004,0.127999991,8,0,0,1,1,0,8,1,0.199000001,0,0,0,0,26,0,1,0,0,0.577098191,0.285562575,29126,33,"MN",3,"RAMSTAD    ",200,0,1,-0.0040683,0.0648535,-5.24e-17,0.0006006,0.0384533,0.0509719,0.25,0.0575081,-0.0263158,-0.0425532,-0.0575887,-7.49e-16,-0.0821967,-0.2222222,0.3461539,0.1666666,217,2703,0.039746018,0.046451455,-0.044908938,0.134859281,0.033165935,1.39948408,710,"Minnesota","Congressional District 3 (110th Congress), Minnesota",27,0.508
"222",109,"MN",4,"McCollum, Betty",20122,109,2005,"MN",4,1,0,2000,1,0,0,57,-0.476000011,0.778999984,0.99000001,8,0,0,0,0,0,3,1,0.179000005,0,0,0,0,8,1,1,1,0,0.478184909,0.119537823,20122,33,"MN",4,"MCCOLLUM   ",100,1,0,-0.4594065,-0.3951346,-6.36e-06,-0.2916219,-0.5794585,-0.726822,-0.3124914,-0.5077093,-0.4066911,-0.2604959,-0.4508687,-6.38e-16,-0.2945728,-0.3333333,-0.2692308,-0.75,218,2704,-0.30175833,0.046173568,-0.394852147,-0.213834411,-0.349306785,1.36560402,690,"Minnesota","Congressional District 4 (110th Congress), Minnesota",27,0.6395
"223",109,"MN",5,"Sabo, Martin",14656,109,2005,"MN",5,1,0,1978,0,0,0,70,-0.569999993,0.872999966,1.083999991,8,0,0,0,1,0,14,1,0.210999995,0,0,0,0,4,0,0,0,0,0.055942293,0.066409901,14656,33,"MN",5,"SABO       ",100,1,0,-0.3678415,-0.3701346,-6.36e-06,-0.2715022,-0.6117392,-0.7615281,-0.4,-0.5424673,-0.3411507,-0.2189575,-0.4996975,2.63e-15,-0.3852344,-0.3713813,-0.2692308,-0.6666667,219,2705,-0.574645163,0.044553941,-0.656203152,-0.485468467,-0.610193583,1.301763019,782,"Minnesota","Congressional District 5 (110th Congress), Minnesota",27,0.736
"224",109,"MN",6,"Kennedy, Mark",20121,109,2005,"MN",6,0,1,2000,0,0,0,54,0.612999976,0.309999973,0.098999977,8,0,0,0,0,0,3,0,0,0,0,0,0,21,1,0,0,0,0.404285878,0.136140302,20121,33,"MN",6,"KENNEDY    ",200,0,1,0.1203783,0.1363663,-5.75e-17,0.0250959,0.1069863,0.0509719,0.25,0.0575081,0.1211137,0.0851064,0.0178572,-2.47e-15,0.0833333,-0.1111111,0.1538461,0.25,220,2706,0.175357411,0.047401792,0.078763536,0.269845651,0.159981537,1.36641981,684,"Minnesota","Congressional District 6 (110th Congress), Minnesota",27,0.4415
"225",109,"MN",7,"Peterson, Collin",29127,109,2005,"MN",7,1,0,1990,0,0,0,66,-0.167999998,0.470999986,0.681999981,8,0,0,0,0,0,8,1,0.199000001,0,0,0,0,14,0,0,0,0,0.195798025,0.298844546,29127,33,"MN",7,"PETERSON   ",100,1,0,-0.1962571,-0.2067514,-4.66e-16,-0.1459327,-0.3961033,-0.4681114,-0.4056775,-0.290318,-0.1052632,0.0212766,-0.2961526,-5.08e-15,-0.2328396,-0.2777778,-0.1923077,-0.5,221,2707,0.169948757,0.047926719,0.077022073,0.259998816,0.157820776,1.214594615,677,"Minnesota","Congressional District 7 (110th Congress), Minnesota",27,0.462
"226",109,"MN",8,"Oberstar, James",14265,109,2005,"MN",8,1,0,1974,0,0,0,65,-0.569999993,0.872999966,1.083999991,8,0,0,0,0,0,16,0,0,0,0,0,0,16,1,1,1,1,0.88958782,0.23243466,14265,33,"MN",8,"OBERSTAR   ",100,1,0,-0.4127932,-0.4171287,2.12e-05,-0.3100896,-0.5667042,-0.7302781,-0.4943293,-0.3772745,-0.2838606,-0.0321765,-0.4821428,2.63e-15,-0.375,-0.2777778,-0.2003138,-0.7165967,222,2708,0.148515613,0.047077887,0.048950809,0.238043651,0.135891527,1.271372837,738,"Minnesota","Congressional District 8 (110th Congress), Minnesota",27,0.538
"227",109,"MO",1,"Clay, Wm.",20147,109,2005,"MO",1,1,0,2000,0,1,0,75,-0.540000021,0.842999995,1.05400002,9,0,0,0,0,0,3,1,0.197999999,0,0,0,0,23,2,2,2,1,1.364975572,0.285899967,20147,34,"MO",1,"CLAY       ",100,1,0,-0.457266,-0.3615018,-6.76e-06,-0.3007917,-0.5463572,-0.7391415,-0.2617496,-0.464231,-0.3622098,-0.2335683,-0.4814946,1.03e-15,-0.3604773,-0.3063534,-0.1923077,-0.6451904,227,2901,-0.459108373,0.050140209,-0.555140448,-0.362927837,-0.452560711,1.267896673,593,"Missouri","Congressional District 1 (110th Congress), Missouri",29,0.779
"228",109,"MO",2,"Akin, W.",20123,109,2005,"MO",2,0,1,2000,0,0,0,65,0.726999998,0.423999995,0.213,9,0,0,0,0,0,3,1,0.197999999,0,0,0,0,7,2,1,1,0,0.966262519,1.142555475,20123,34,"MO",2,"AKIN       ",200,0,1,0.2594495,0.0355523,-5.17e-16,0.0548781,0.1480822,0.0509719,0.2,0.2314211,0.2631579,0.1914894,0.1071429,-6.86e-15,0.125,0.3603132,0.378727,0.25,228,2902,0.159878961,0.045370238,0.072515041,0.255229012,0.124917655,1.363213142,718,"Missouri","Congressional District 2 (110th Congress), Missouri",29,0.422
"229",109,"MO",3,"Carnahan, Russ",20516,109,2005,"MO",3,1,0,2004,0,0,0,53,-0.344999999,0.648000002,0.859000027,9,0,0,0,0,0,1,1,0.173999995,0,0,0,0,7,1,1,1,1,0.774906099,NA,20516,34,"MO",3,"CARNAHAN   ",100,1,0,-0.4058915,-0.3178625,3.71e-16,-0.2012195,-0.5560747,-0.7586127,-0.3,-0.5077093,-0.3421053,-0.1702128,-0.4285714,-5.08e-15,-0.2916667,-0.2777778,-0.2692308,-0.6666667,229,2903,-0.034687994,0.04580375,-0.121679194,0.051711337,-0.045060122,1.29563482,718,"Missouri","Congressional District 3 (110th Congress), Missouri",29,0.588
"230",109,"MO",4,"Skelton, Ike",14451,109,2005,"MO",4,1,0,1976,0,0,0,66,-0.196999997,0.5,0.711000025,9,0,0,0,0,0,15,1,0.266000003,0,0,0,0,3,0,1,1,0,0.286479741,0.03320495,14451,34,"MO",4,"SKELTON    ",100,1,0,-0.2866887,-0.2596475,6e-18,-0.169488,-0.4336116,-0.6365281,-0.1,-0.4200003,-0.1886646,-0.0658965,-0.3605229,NA,-0.25,-0.2777778,-0.1153846,-0.5646123,230,2904,0.365888465,0.046079494,0.28115527,0.456994883,0.362755654,1.251268793,701,"Missouri","Congressional District 4 (110th Congress), Missouri",29,0.369
"231",109,"MO",5,"Cleaver, Emanuel",20517,109,2005,"MO",5,1,0,2004,0,1,0,55,-0.474999994,0.777999997,0.989000022,9,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0.321668178,NA,20517,34,"MO",5,"CLEAVER    ",100,1,0,-0.4172325,-0.3075949,0.000488,-0.2557077,-0.5539572,-0.7615281,-0.4,-0.3880826,-0.3211587,-0.1463136,-0.4403377,-3.3e-15,-0.3333333,-0.3514946,-0.1923077,-0.6666667,231,2905,-0.177899112,0.047468301,-0.265373419,-0.08711373,-0.149721138,1.377666507,707,"Missouri","Congressional District 5 (110th Congress), Missouri",29,0.6210001
"232",109,"MO",6,"Graves, Sam",20124,109,2005,"MO",6,0,1,2000,0,0,0,64,0.492000014,0.18900001,0.021999987,9,0,0,1,0,0,3,1,0.197999999,0,0,0,0,15,0,0,0,0,0.209783599,0.692407668,20124,34,"MO",6,"GRAVES     ",200,0,1,0.2029851,0.0672746,2.12e-05,0.0341224,0.1206849,0.0509719,0.25,0.1879429,0.2066348,0.1131449,0.0892857,1.94e-16,0.1666667,0.1111111,0.1538461,0.1666666,232,2906,0.269244668,0.044650169,0.175260745,0.360690324,0.274887838,1.338190345,734,"Missouri","Congressional District 6 (110th Congress), Missouri",29,0.4395
"233",109,"MO",7,"Blunt, Roy",29735,109,2005,"MO",7,0,1,1996,0,0,0,70,0.589999974,0.286999971,0.075999975,9,0,0,0,0,0,5,0,0,1,0,0,0,16,4,3,3,1,2.135440111,2.750735998,29735,34,"MO",7,"BLUNT      ",200,0,1,0.140791,0.0605344,8.67e-17,0.0489578,0.1343836,0.0509719,0.25,0.2314211,0.2280702,0.1276596,0.1037593,-1.47e-15,0.158228,0.2777778,0.1664104,0.2355767,233,2907,0.320104431,0.041623109,0.243250204,0.403432848,0.321465405,1.353442873,902,"Missouri","Congressional District 7 (110th Congress), Missouri",29,0.34
"234",109,"MO",8,"Emerson, Jo",29736,109,2005,"MO",8,0,1,1996,1,0,0,72,0.333999991,0.030999992,0.180000007,9,0,0,0,1,0,5,0,0,0,0,0,0,18,0,1,1,1,0.784593225,0.924483538,29736,34,"MO",8,"EMERSON    ",200,0,1,0.0758263,-0.0032899,-0.0002388,0.0416618,0.0603041,0.0197219,0.25,0.0140298,0.1813489,0.1374392,0.0394997,-6.13e-15,0.0833333,0.0555556,0.1153846,0.0833333,234,2908,0.326219837,0.04715158,0.233995976,0.422039292,0.322059173,1.206661158,707,"Missouri","Congressional District 8 (110th Congress), Missouri",29,0.3635
"235",109,"MO",9,"Hulshof, Kenny",29737,109,2005,"MO",9,0,1,1996,0,0,0,65,0.463999987,0.160999984,0.050000012,9,0,0,0,1,1,5,0,0,0,0,0,0,26,0,1,1,0,0.866656542,0.132819802,29737,34,"MO",9,"HULSHOF    ",200,0,1,0.119622,0.0278165,-7.47e-16,0.0451579,0.1297227,0.0480176,0.2563073,0.2314211,0.2017336,0.1414425,0.0357143,-2.5e-16,0.0416667,0.0555556,0.0796862,0.25,235,2909,0.27333565,0.045030141,0.175375245,0.350702049,0.269502403,1.29531783,779,"Missouri","Congressional District 9 (110th Congress), Missouri",29,0.427
"236",109,"MS",1,"Wicker, Roger",29534,109,2005,"MS",1,0,1,1994,0,0,0,79,0.47299999,0.169999987,0.041000009,4,0,0,0,1,1,6,1,0.159999996,0,0,1,0,9,0,0,0,0,0.125870168,0.813177466,29534,46,"MS",1,"WICKER     ",200,0,1,0.1296372,0.0319905,2.12e-05,0.03187,0.1257414,0.0509719,0.25,0.2484607,0.1977062,0.1353671,0.0714286,-3.86e-15,0.125,0.1666667,0.1266498,0.25,223,2801,0.250616466,0.051189408,0.146394588,0.352703579,0.321395648,1.216046887,577,"Mississippi","Congressional District 1 (110th Congress), Mississippi",28,0.377
"237",109,"MS",2,"Thompson, Bennie",29368,109,2005,"MS",2,1,0,1993,0,1,0,58,-0.492000014,0.795000017,1.006000042,4,0,0,0,0,0,7,0,0,0,0,1,1,12,0,0,0,0,0.156638429,0.08301238,29368,46,"MS",2,"THOMPSON   ",100,1,0,-0.3879283,-0.3055168,5.76e-16,-0.245381,-0.5916438,-0.7302781,-0.45,-0.5077093,-0.2192983,-0.0425532,-0.4238543,-8.05e-16,-0.3333333,-0.2777778,-0.2307692,-0.5833334,224,2802,-0.060600389,0.063903394,-0.182120591,0.057350582,0.026708184,1.270512551,408,"Mississippi","Congressional District 2 (110th Congress), Mississippi",28,0.628
"238",109,"MS",3,"Pickering, Charles",29734,109,2005,"MS",3,0,1,1996,0,0,0,80,0.44600001,0.143000007,0.067999989,4,0,0,0,0,0,5,0,0,0,0,1,0,11,1,1,1,1,0.830848396,0.815229654,29734,46,"MS",3,"PICKERIN   ",200,0,1,0.0676869,0.0048928,2.12e-05,0.0381293,0.0984364,0.0509719,0.2452312,0.0398381,0.1836218,0.0718627,0.0577114,-4.08e-15,0.0915776,0.0555556,-0.0560455,0.2422369,225,2803,0.289415439,0.047636223,0.195141411,0.379665552,0.357700693,1.287615826,598,"Mississippi","Congressional District 3 (110th Congress), Mississippi",28,0.3615
"239",109,"MS",4,"Taylor, Gene",15637,109,2005,"MS",4,1,0,1989,0,0,0,64,-0.202000007,0.504999995,0.716000021,4,0,0,0,0,0,9,1,0.159999996,0,0,1,1,2,0,0,0,0,0.027971147,0.431893796,15637,46,"MS",4,"TAYLOR     ",100,1,0,-0.1800246,-0.2560447,0.0006211,-0.1283713,-0.5617119,-0.6990281,-0.5,-0.5946658,-0.2089728,-0.1171465,-0.1647414,2.91e-15,-0.1396758,-0.0555556,0,-0.2199586,226,2804,0.333488601,0.0513941,0.228394752,0.436036068,0.298380784,1.272572392,643,"Mississippi","Congressional District 4 (110th Congress), Mississippi",28,0.3165
"240",109,"MT",1,"Rehberg, Dennis",20125,109,2005,"MT",1,0,1,2000,0,0,0,64,0.458999991,0.155999988,0.055000007,1,0,0,0,1,0,3,1,0.072999999,0,0,0,0,11,1,2,2,1,0.619999111,0.983659089,20125,64,"MT",1,"REHBERG    ",200,0,1,0.1209508,0.0422746,2.12e-05,0.0294089,0.0864384,0.0197219,0.2,0.1009864,0.2575527,0.2190935,0.0714286,-1.19e-15,0.125,0.2222222,0.0433165,0.25,236,3001,0.19508231,0.034394637,0.128072629,0.262725371,0.175318297,1.327300689,1168,"Montana","Congressional District (at Large) (110th Congress), Montana",30,0.444
"241",109,"NC",1,"Butterfield, G.",20340,109,2005,"NC",1,1,0,2004,0,1,0,64,-0.388999999,0.691999972,0.902999997,13,0,0,0,0,0,1,0,0,0,0,1,1,7,0,0,0,0,0.097899012,0.12917687,20340,47,"NC",1,"BUTTERFI   ",100,1,0,-0.4067925,-0.2826968,-3.16e-05,-0.1960491,-0.5163013,-0.7302781,-0.3,-0.464231,-0.3295357,-0.1103641,-0.4150159,1.69e-15,-0.2997267,-0.2777778,-0.2307692,-0.6666667,290,3701,-0.102555256,0.056561009,-0.219737328,0.004966869,-0.033670582,1.190674188,480,"North Carolina","Congressional District 1 (110th Congress), North Carolina",37,0.601
"242",109,"NC",10,"McHenry, Patrick",20522,109,2005,"NC",10,0,1,2004,0,0,0,64,0.726000011,0.423000008,0.212000012,13,0,0,0,0,1,1,1,0.197999999,0,0,1,0,9,2,1,1,1,0.924654543,NA,20522,47,"NC",10,"MCHENRY    ",200,0,1,0.2780751,0.1115965,1.8e-17,0.0548913,0.1214187,0.0197219,0.05,0.2314211,0.2638807,0.1960319,0.1607143,-7.43e-15,0.25,0.3333333,0.4795976,0.25,299,3710,0.219590907,0.047667243,0.131401141,0.310357808,0.236989276,1.23868876,611,"North Carolina","Congressional District 10 (110th Congress), North Carolina",37,0.347
"243",109,"NC",11,"Taylor, Charles",29135,109,2005,"NC",11,0,1,1990,0,0,0,55,0.535000026,0.232000023,0.021000026,13,0,0,1,1,0,8,1,0.202999994,0,0,1,0,3,2,2,2,2,2.777956247,2.467529058,29135,47,"NC",11,"TAYLOR     ",200,0,1,0.1528162,0.0711951,2.12e-05,0.0381784,0.0955323,0.0551647,0.0268763,0.1879429,0.2132845,0.1184679,0.1071429,2.47e-15,0.125,0.3333333,0.1931752,0.2535695,300,3711,-0.023446273,0.041135211,-0.103935593,0.054983685,-0.029766617,1.306774577,800,"North Carolina","Congressional District 11 (110th Congress), North Carolina",37,0.4525
